bigram,frequency
традиций нормально,1
культурноисторических традиций,1
многообразием культурноисторических,1
устройством многообразием,1
национальнотерриториальным устройством,1
вопросах жизни,1
сложным национальнотерриториальным,1
территорией сложным,1
огромной территорией,1
страна огромной,1
жизни каждом,1
наша страна,1
убежден наша,1
следующее убежден,1
подчеркнуть следующее,1
страны роль,1
парламента страны,1
значение парламента,1
поселке сильную,1
политической системе,1
изменения политической,1
серьезные изменения,1
очень серьезные,1
само очень,1
это само,1
лиц аплодисменты,1
должностных лиц,1
соответствующих должностных,1
кандидатуры соответствующих,1
парламентом кандидатуры,1
утвержденные парламентом,1
отклонить утвержденные,1
вправе отклонить,1
должность вправе,1
системе однако,1
повторю учетом,1
учетом зрелости,1
общества такие,1
повысит роль,1
это повысит,1
оправданными это,1
считаю оправданными,1
предложения считаю,1
такие предложения,1
гражданского общества,1
зрелости наших,1
авторитета гражданского,1
объединений авторитета,1
партийных объединений,1
политических партийных,1
основных политических,1
наших основных,1
нормально развиваться,1
развиваться скажу,1
скажу больше,1
обязанностей связи,1
случае считаю,1
системой случае,1
правоохранительной системой,1
всей правоохранительной,1
силами всей,1
выборе стратегии,1
вооруженными силами,1
руководство вооруженными,1
прямое руководство,1
оставаться прямое,1
должно оставаться,1
президентом должно,1
также президентом,1
доверия также,1
утратой доверия,1
необходимым сделать,1
будущем выборе,1
сделать шаг,1
назначение руководителей,1
проводить итогам,1
президент проводить,1
ведомств президент,1
силовых ведомств,1
называемых силовых,1
руководителей называемых,1
предусмотреть назначение,1
шаг обеспечения,1
шестое предлагаю,1
связи шестое,1
власти связи,1
баланса ветвями,1
большего баланса,1
обеспечения большего,1
связи утратой,1
стратегии развития,1
больше просто,1
исполнения обязанностей,1
президентом безусловно,1
поэтому президентом,1
республикой поэтому,1
президентской республикой,1
сильной президентской,1
оставаться сильной,1
должна оставаться,1
россия должна,1
республики россия,1
парламентской республики,1
форме парламентской,1
повседневных вопросах,1
стабильно форме,1
существовать стабильно,1
просто существовать,1
безусловно должно,1
должно сохраняться,1
сохраняться право,1
должности председателя,1
ненадлежащего исполнения,1
случае ненадлежащего,1
министров случае,1
замов федеральных,1
страны повседневных,1
правительства замов,1
отстранять должности,1
право определять,1
право отстранять,1
правительства право,1
деятельности правительства,1
приоритеты деятельности,1
задачи приоритеты,1
определять задачи,1
закон должен,1
закреплять защищать,1
десятилетия будут,1
ориентиром ценности,1
задачи служат,1
противоположные задачи,1
прямо противоположные,1
бы прямо,1
казалось бы,1
стоят казалось,1
нами стоят,1
строительстве нами,1
государственном строительстве,1
дальнейшем государственном,1
поэтому дальнейшем,1
время поэтому,1
свое время,1
подумать свое,1
жаль подумать,1
служат ориентиром,1
ценности которые,1
стабильную безусловно,1
которые могут,1
контуру абсолютно,1
внешнему контуру,1
неуязвимую внешнему,1
надежную неуязвимую,1
прочную надежную,1
систему прочную,1
создать систему,1
виду должны,1
несовместимыми имею,1
представляться несовместимыми,1
законов вместе,1
тем учитывая,1
взгляд представляться,1
первый взгляд,1
могут первый,1
задумывался жаль,1
раньше задумывался,1
никто раньше,1
которых никто,1
конечно сохранился,1
амбиции этом,1
прежние амбиции,1
остались прежние,1
союза остались,1
распада советского,1
года распада,1
страной года,1
нашей страной,1
стало нашей,1
коллеги стало,1
забывать уважаемые,1
стоим забывать,1
вызовами стоим,1
какими вызовами,1
новации касаются,1
сохранился колоссальный,1
предложенные новации,1
возникли угрозы,1
масштаба которых,1
учитывая предложенные,1
такого масштаба,1
угрозы такого,1
причем угрозы,1
угрозы причем,1
далее возникли,1
колоссальный потенциал,1
культурноисторический далее,1
территориальный культурноисторический,1
ресурсный территориальный,1
интеллектуальный ресурсный,1
человеческий интеллектуальный,1
потенциал человеческий,1
абсолютно стабильную,1
безусловно гарантирующую,1
защищать независимость,1
остается главное,1
развития незыблемым,1
стабильного развития,1
безошибочного стабильного,1
пусть безошибочного,1
общества пусть,1
рамках действующей,1
эволюции общества,1
прогрессивной эволюции,1
условие прогрессивной,1
неотъемлемое условие,1
обновление неотъемлемое,1
такое обновление,1
сферах такое,1
положение других,1
высокое положение,1
незыблемым остается,1
главное интересы,1
гарантирующую россии,1
интересы россии,1
значит могут,1
конституции значит,1
основ конституции,1
фундаментальных основ,1
затрагивают фундаментальных,1
обсуждать затрагивают,1
предстоит обсуждать,1
которые нам,1
подчеркнуть поправки,1
особо подчеркнуть,1
хотел особо,1
парламентом рамках,1
принципиальным хотел,1
считаю принципиальным,1
россии считаю,1
занимает высокое,1
власти занимает,1
действующей процедуры,1
процедуры действующего,1
связи тем,1
меняющуюся связи,1
главное меняющуюся,1
своевременно главное,1
легко своевременно,1
соответствующих конституционных,1
конституционных законов,1
гибкую легко,1
живую гибкую,1
внутри живую,1
систему внутри,1
время систему,1
суверенитет время,1
независимость суверенитет,1
россии независимость,1
тем происходит,1
происходит мире,1
мире вокруг,1
общества систему,1
находится власти,1
действующего закона,1
сменяемость тех,1
числе сменяемость,1
обеспечивающую числе,1
систему обеспечивающую,1
самого российского,1
вокруг нас,1
развитием самого,1
связи развитием,1
главное связи,1
закона принятие,1
принятие соответствующих,1
нас главное,1
показать какими,1
минимум показать,1
направление минимум,1
явно хватает,1
сложившейся практики,1
исходя сложившейся,1
делается исходя,1
предложение делается,1
это предложение,1
судьи это,1
статуса судьи,1
лицом статуса,1
сохранения лицом,1
невозможности сохранения,1
свидетельствующих невозможности,1
законом свидетельствующих,1
конституционным законом,1
всему пакету,1
пакету предложенных,1
практики явно,1
хватает кроме,1
определенное направление,1
того повышения,1
наделить возможностью,1
именно наделить,1
суда именно,1
страны всему,1
роль конституционного,1
усилить роль,1
предлагаю усилить,1
граждан предлагаю,1
интересов граждан,1
защиты интересов,1
надежной защиты,1
законодательства надежной,1
отечественного законодательства,1
качества отечественного,1
повышения качества,1
федеральным конституционным,1
предусмотренных федеральным,1
случаях предусмотренных,1
иных случаях,1
результатам принимать,1
принимать окончательное,1
представлению президента,1
федерации представлению,1
полномочия совета,1
конституции полномочия,1
предусмотреть конституции,1
необходимым предусмотреть,1
законодательству считаю,1
федеральному законодательству,1
конституции федеральному,1
подчинения конституции,1
принцип подчинения,1
судей принцип,1
независимость судей,1
федерации результатам,1
президента россии,1
предложенных поправок,1
совершения ими,1
также иных,1
достоинство также,1
честь достоинство,1
порочащих честь,1
проступков порочащих,1
ими проступков,1
случае совершения,1
россии отрешать,1
судов случае,1
верховного судов,1
конституционного верховного,1
судей конституционного,1
должности судей,1
отрешать должности,1
голосование граждан,1
возможностью запросам,1
запросам президента,1
предложения конечно,1
партии регионы,1
объединения партии,1
общественные объединения,1
выскажут общественные,1
идеи выскажут,1
свои идеи,1
уверен свои,1
конституции уверен,1
политической системы,1
возможных поправок,1
вокруг возможных,1
дискуссий вокруг,1
системы деятельности,1
круг дискуссий,1
ограничивают круг,1
регионы юридическое,1
юридическое сообщество,1
сообщество граждане,1
но открывая,1
придать определенное,1
хотел придать,1
дискуссию хотел,1
касаются существенных,1
открывая дискуссию,1
существенных изменений,1
изменений политической,1
граждане страны,1
обсуждение но,1
публичное обсуждение,1
широкое публичное,1
самое широкое,1
необходимо самое,1
страны необходимо,1
конечно ограничивают,1
прозвучавшие предложения,1
президента проверять,1
подчеркну прозвучавшие,1
распространении полномочий,1
подумать распространении,1
судебной власти,1
государства подумать,1
главой государства,1
подписания главой,1
власти считаю,1
необходимым провести,1
собранием подписания,1
федеральным собранием,1
принятых федеральным,1
законопроектов принятых,1
конституционность законопроектов,1
провести голосование,1
проверять конституционность,1
полномочий конституционного,1
суда оценивать,1
оценивать соответствие,1
деятельности исполнительной,1
коллеги подчеркну,1
уровня уважаемые,1
регионального уровня,1
власти федерального,1
государственной власти,1
органов государственной,1
исполнительной законодательной,1
законодательной судебной,1
акты органов,1
нормативноправовые акты,1
иные нормативноправовые,1
законы иные,1
конституции законы,1
соответствие конституции,1
назначить должность,1
обязан назначить,1
президент обязан,1
службы именно,1
миссия государственной,1
смысл миссия,1
государства смысл,1
другого государства,1
территории другого,1
вклад каждого,1
проживать территории,1
постоянно проживать,1
позволяет постоянно,1
который позволяет,1
документ который,1
иной документ,1
либо иной,1
жительство либо,1
вид жительство,1
государственной службы,1
именно служении,1
допущений жесткие,1
служении человек,1
всяких полутонов,1
иначе всяких,1
никак иначе,1
народом никак,1
нашим народом,1
россией нашим,1
связывает россией,1
решить связывает,1
всего решить,1
должен прежде,1
путь должен,1
выбирает путь,1
который выбирает,1
значим вклад,1
человек который,1
каждого вместе,1
гражданство вид,1
иностранное гражданство,1
иметь иностранное,1
безопасности суверенитета,1
обеспечения безопасности,1
важные обеспечения,1
критически важные,1
обязательно изменим,1
должности критически,1
занимают должности,1
которые занимают,1
лицам которые,1
требования лицам,1
изменим лучшему,1
обязательные требования,1
закрепить обязательные,1
уровне закрепить,1
конституционном уровне,1
суверенитета страны,1
сообща обязательно,1
именно главы,1
руководители иных,1
могут иметь,1
судьи могут,1
также судьи,1
органов также,1
федеральных органов,1
иных федеральных,1
вместе сообща,1
федерации члены,1
министры руководители,1
федеральные министры,1
заместители федеральные,1
правительства заместители,1
председатель правительства,1
думы председатель,1
полутонов допущений,1
жесткие требования,1
министров президент,1
обеспечить высокие,1
наша задача,1
говорил наша,1
этим говорил,1
согласен этим,1
прорывные исторические,1
принципиальный согласен,1
вопрос принципиальный,1
считаю вопрос,1
подряд считаю,1
сроков подряд,1
двух сроков,1
федерации двух,1
занимать должность,1
должно занимать,1
лицо должно,1
задача обеспечить,1
высокие стандарты,1
требования должны,1
стандарты жизни,1
тем знаете,1
стоят прорывные,1
развития вместе,1
планы развития,1
наши планы,1
проекты наши,1
направлены национальные,1
цели направлены,1
достижение цели,1
именно достижение,1
причем всей,1
человека причем,1
возможности каждого,1
равные возможности,1
жизни равные,1
одно лицо,1
том одно,1
положение том,1
конституционное положение,1
менее лет,1
россии менее,1
проживании территории,1
исторические задачи,1
постоянном проживании,1
требование постоянном,1
закрепить требование,1
предлагаю закрепить,1
федерации предлагаю,1
задачи решении,1
претендующим должность,1
решении значим,1
лицам претендующим,1
предъявляться лицам,1
должны предъявляться,1
лет также,1
также отсутствии,1
отсутствии иностранного,1
участия выборах,1
обсуждается конституционное,1
обществе обсуждается,1
также нашем,1
знаю также,1
ранее знаю,1
выборах ранее,1
момент участия,1
иностранного гражданства,1
причем момент,1
государстве причем,1
другом государстве,1
жительство другом,1
вида жительство,1
гражданства вида,1
предлагаю конституционном,1
второе предлагаю,1
конституции второе,1
сделали этого,1
безусловным многое,1
должен безусловным,1
народа должен,1
нашего народа,1
суверенитет нашего,1
государство суверенитет,1
суверенное государство,1
россией суверенное,1
оставаться россией,1
россия оставаться,1
первое россия,1
благополучие первое,1
человека благополучие,1
достоинство человека,1
граждан достоинство,1
многое сделали,1
этого восстановили,1
нашей конституции,1
восстановили единство,1
вернулась международную,1
россия вернулась,1
кланами россия,1
олигархическими кланами,1
фактически олигархическими,1
узурпированы фактически,1
функции узурпированы,1
властные функции,1
государственные властные,1
некоторые государственные,1
ситуацией некоторые,1
покончили ситуацией,1
страны покончили,1
это мы,1
единство страны,1
мы имею,1
свободы права,1
являются свободы,1
ценностью являются,1
возможным обозначить,1
полагаю возможным,1
прозвучали полагаю,1
конституции прозвучали,1
изменения конституции,1
тему изменения,1
высказывания тему,1
вместе высказывания,1
общества вместе,1
виду тех,1
базой российского,1
могут утверждены,1
прочной ценностной,1
оставаться прочной,1
будут оставаться,1
обозначить позицию,1
позицию вынести,1
вынести обсуждение,1
важными дальнейшего,1
высшей ценностью,1
котором высшей,1
государства котором,1
социального государства,1
правового социального,1
россии правового,1
обоснованными важными,1
обсуждение ряд,1
вполне обоснованными,1
считаю вполне,1
которые считаю,1
поправок которые,1
конституционных поправок,1
ряд конституционных,1
международную политику,1
политику страна,1
страна мнением,1
россии нашем,1
решения международных,1
также решения,1
договоров также,1
говорю это,1
законодательства договоров,1
международного законодательства,1
требования международного,1
следующее требования,1
буквально следующее,1
означает буквально,1
означает это,1
пространстве это,1
это слово,1
слово вместе,1
правовом пространстве,1
международных органов,1
органов могут,1
могут действовать,1
собой ограничения,1
противоречат нашей,1
гражданина противоречат,1
человека гражданина,1
свобод человека,1
прав свобод,1
ограничения прав,1
влекут собой,1
действовать территории,1
лучшему часто,1
которой влекут,1
части которой,1
той части,1
россии той,1
часто говорю,1
нашем правовом,1
вместе россия,1
мнением которой,1
приоритет конституции,1
граждан национальную,1
социальные права,1
защитить социальные,1
ввп россии,1
способность защитить,1
государства способность,1
нашего государства,1
устойчивость нашего,1
повышает устойчивость,1
кратно повышает,1
резервы кратно,1
мощные резервы,1
создали мощные,1
считаться создали,1
которой считаться,1
экономику любых,1
любых попыток,1
попыток внешнего,1
закон страны,1
гарантируют приоритет,1
прямо гарантируют,1
которые прямо,1
изменения которые,1
некоторые изменения,1
страны некоторые,1
внести основной,1
внешнего давления,1
время внести,1
пришло время,1
россия это,1
считаю пришло,1
действительно считаю,1
давления действительно,1
знаете каким,1
каким проблемам,1
проблемам образовании,1
патриотических позиций,1
задач выступают,1
нами задач,1
стоящих нами,1
решению стоящих,1
подходов решению,1
разницу подходов,1
несмотря разницу,1
страны несмотря,1
силы страны,1
политические силы,1
основные политические,1
многом рубежный,1
требовательным основные,1
ответственным требовательным,1
зрелым ответственным,1
выступают патриотических,1
позиций отражают,1
совет работе,1
отражают интересы,1
народа наступивший,1
регулярно полагают,1
встречаемся регулярно,1
знаете встречаемся,1
лидерами знаете,1
думе лидерами,1
наступивший год,1
год многом,1
представленные государственной,1
фракции представленные,1
практически фракции,1
избирателей практически,1
сторонников избирателей,1
своих сторонников,1
интересы своих,1
становится зрелым,1
общество становится,1
российское общество,1
пятое российское,1
профессиональное всестороннее,1
обеспечивают профессиональное,1
третьему десятилетию,1
группы обеспечивают,1
рабочие группы,1
эффективность рабочие,1
высокую эффективность,1
показал высокую,1
госсовет показал,1
время госсовет,1
прошедшее время,1
регионов прошедшее,1
главы регионов,1
участвуют главы,1
которого участвуют,1
переход третьему,1
всестороннее качественное,1
качественное рассмотрение,1
россии соответствующий,1
совета пятое,1
рубежный это,1
государственного совета,1
роль государственного,1
статус роль,1
соответствующий статус,1
это переход,1
рассмотрение наиболее,1
целесообразным закрепить,1
считаю целесообразным,1
вопросов считаю,1
страны вопросов,1
значимых граждан,1
наиболее значимых,1
мнению народа,1
людей мнению,1
полагают федеральное,1
статьями конституции,1
заместителей министров,1
кабинета заместителей,1
главу кабинета,1
назначает главу,1
затем назначает,1
россии затем,1
правительства россии,1
современную россию,1
назначение председателя,1
думы назначение,1
согласие государственной,1
получает согласие,1
лишь получает,1
президент лишь,1
федерации президент,1
министров предлагаю,1
предлагаю изменить,1
порядок доверить,1
федерации затем,1
сильную благополучную,1
вицепремьеров федеральных,1
правительства вицепремьеров,1
представлению председателя,1
представлению представлению,1
затем представлению,1
благополучную современную,1
доверить государственной,1
правительства российской,1
кандидатуры председателя,1
утверждение кандидатуры,1
согласование утверждение,1
просто согласование,1
думе просто,1
россию сможем,1
соответствии статьями,1
федеральное собрание,1
сможем построить,1
дослушайте хочу,1
поаплодировать дослушайте,1
возможность поаплодировать,1
думаю возможность,1
аплодисменты думаю,1
ожидаемые аплодисменты,1
это ожидаемые,1
построить основе,1
правительства аплодисменты,1
основе безусловного,1
безусловного уважения,1
уважения мнению,1
мнению людей,1
готово взять,1
собрание готово,1
сказать взять,1
правительства это,1
значит взять,1
постановкой вопроса,1
сейчас соответствии,1
дело сейчас,1
обстоит дело,1
полностью обстоит,1
согласен полностью,1
вопроса согласен,1
согласен постановкой,1
ответственность ту,1
проводит согласен,1
правительство проводит,1
это правительство,1
которую это,1
политику которую,1
ту политику,1
работе которого,1
государственный совет,1
образовании здравоохранении,1
государственными муниципальными,1
эффективное взаимодействие,1
выстроить эффективное,1
власти выстроить,1
публичной власти,1
системы публичной,1
единой системы,1
принципы единой,1
конституции принципы,1
века россией,1
необходимым закрепить,1
страны считаю,1
целостности страны,1
обществу целостности,1
нашему обществу,1
угрозу нашему,1
взаимодействие государственными,1
муниципальными органами,1
возрожден государственный,1
органами полномочия,1
конечно любом,1
укреплены конечно,1
расширены укреплены,1
должны расширены,1
могут должны,1
власти могут,1
уровня власти,1
людям уровня,1
близкого людям,1
самого близкого,1
самоуправления самого,1
местного самоуправления,1
возможности местного,1
реальные возможности,1
полномочия реальные,1
прямую угрозу,1
несет прямую,1
человеку несет,1
отношению человеку,1
полномочий прежде,1
запутанность полномочий,1
разделенность запутанность,1
такая разделенность,1
власти такая,1
уровнями власти,1
муниципальным уровнями,1
государственным муниципальным,1
говорил государственным,1
я говорил,1
разрыв я,1
приводит разрыв,1
сферах приводит,1
россией стоят,1
здравоохранении других,1
всего отрицательно,1
отрицательно сказывается,1
сказывается людях,1
разных регионах,1
несправедливо отношению,1
это несправедливо,1
поразному это,1
обеспечиваются поразному,1
муниципалитетах обеспечиваются,1
регионах муниципалитетах,1
гарантии разных,1
людях предусмотренные,1
возможности гарантии,1
права возможности,1
граждан права,1
общие граждан,1
законодательством общие,1
предусмотренные законодательством,1
любом случае,1
случае любой,1
любой ситуации,1
виду регулярную,1
опыт это,1
свой опыт,1
проблемы свой,1
особенности проблемы,1
свои особенности,1
федерации свои,1
субъекта федерации,1
каждого субъекта,1
страна каждого,1
огромная страна,1
россия огромная,1
четвертое россия,1
xxi века,1
пенсий четвертое,1
индексацию пенсий,1
это безусловно,1
безусловно учитывать,1
учитывать считаю,1
решений федеральном,1
инициативе возрожден,1
моей инициативе,1
году моей,1
знаете году,1
уровне знаете,1
федеральном уровне,1
принятии решений,1
десятилетию xxi,1
выработке принятии,1
губернаторов выработке,1
роль губернаторов,1
повысить роль,1
кардинально повысить,1
необходимым кардинально,1
регулярную индексацию,1
обеспечения имею,1
ситуации всей,1
пенсионного обеспечения,1
труда россии,1
размер оплаты,1
минимальный размер,1
том минимальный,1
норму том,1
конституции норму,1
прямо закрепить,1
необходимым прямо,1
поэтому считаю,1
государства поэтому,1
обязательства государства,1
социальные обязательства,1
исполняться социальные,1
должны исполняться,1
страны должны,1
россии ниже,1
ниже размера,1
размера прожиточного,1
конституции также,1
достойного пенсионного,1
принципы достойного,1
законе принципы,1
основном законе,1
закрепить основном,1
также закрепить,1
это конституции,1
минимума трудоспособного,1
закрепить это,1
есть закрепить,1
законе есть,1
это законе,1
населения это,1
трудоспособного населения,1
россии должны,1
установленного ориентира,1
роста ввп,1
право материнский,1
первенца семья,1
рождении первенца,1
года рождении,1
силу января,1
вступить силу,1
должны вступить,1
также должны,1
которые также,1
капиталу которые,1
решения материнскому,1
дополнительные решения,1
новые дополнительные,1
предложить новые,1
хотел предложить,1
детях связи,1
получит право,1
капитал сегодняшнем,1
уверен мечтает,1
сегодняшнем объеме,1
даст возможность,1
поддержка даст,1
такая поддержка,1
ребенка такая,1
последующего ребенка,1
второго последующего,1
полагалось рождении,1
пор полагалось,1
столько сих,1
именно столько,1
рублей именно,1
это рублей,1
года это,1
индексации января,1
объеме индексации,1
мечтает детях,1
и уверен,1
семье подготовиться,1
государство намерено,1
людей вопрос,1
многих людей,1
волнующий многих,1
звучит волнующий,1
часто звучит,1
знаю часто,1
года знаю,1
период декабря,1
рассчитана период,1
программа рассчитана,1
эта программа,1
ребенка эта,1
принимающим решение,1
семьям принимающим,1
помочь семьям,1
вопрос государство,1
намерено делать,1
семейную и,1
делать декабря,1
начинает семейную,1
тех начинает,1
людей тех,1
поддержать молодых,1
необходимо поддержать,1
нам необходимо,1
недостаточно нам,1
обязательно недостаточно,1
сделать обязательно,1
шаг нужно,1
года шаг,1
минимум декабря,1
программу минимум,1
продлим программу,1
года продлим,1
возможность семье,1
подготовиться рождению,1
цель смысл,1
гасит семью,1
ребенка государство,1
третьего ребенка,1
рождении третьего,1
приняли решение,1
добавлю приняли,1
рублей добавлю,1
сказал рублей,1
это сказал,1
размере это,1
увеличенном размере,1
новом увеличенном,1
предоставляться новом,1
должен предоставляться,1
капитал должен,1
второго материнский,1
государство гасит,1
семью тысяч,1
ребенок рождения,1
рублей ипотечного,1
свыше одного,1
проблемы свыше,1
жилищной проблемы,1
своей жилищной,1
решение своей,1
вложить решение,1
государства вложить,1
помощи государства,1
сможет помощи,1
детьми сможет,1
тремя детьми,1
семья тремя,1
целом семья,1
кредита целом,1
ипотечного кредита,1
рождения второго,1
семье ребенок,1
рождению второго,1
капитал тысяч,1
предлагаю увеличивать,1
больше предлагаю,1
сделать больше,1
недостаточно нужно,1
страна недостаточно,1
сталкивается страна,1
вызовов которыми,1
демографических вызовов,1
тех демографических,1
учетом тех,1
мало учетом,1
условиях мало,1
современных условиях,1
считаю современных,1
ребенка считаю,1
увеличивать материнский,1
рублей право,1
считаю семье,1
право дополнительные,1
индексироваться считаю,1
ежегодно индексироваться,1
дальнейшем ежегодно,1
рублей дальнейшем,1
составит рублей,1
детьми составит,1
капитала семьи,1
размер материнского,1
общий размер,1
образом общий,1
ребенка таким,1
получит рождении,1
капиталу семья,1
средства материнскому,1
дополнительные средства,1
смысл помочь,1
главная цель,1
миллиона рублей,1
небольшого собственного,1
трудоустройстве открытии,1
содействие трудоустройстве,1
квалификации содействие,1
повышению квалификации,1
переобучению повышению,1
помощь переобучению,1
выплаты помощь,1
регулярные выплаты,1
гражданам регулярные,1
предоставлять гражданам,1
государство предоставлять,1
контракта государство,1
рамках контракта,1
семьи рамках,1
нуждающейся семьи,1
открытии небольшого,1
собственного дела,1
жизни каждой,1
дела оказывая,1
проблем включая,1
собственных проблем,1
решению собственных,1
шагов решению,1
встречных шагов,1
ожидать встречных,1
вправе ожидать,1
государство вправе,1
общество государство,1
конечно общество,1
доходами конечно,1
гражданам низкими,1
помощь гражданам,1
всестороннюю помощь,1
оказывая всестороннюю,1
каждой нуждающейся,1
качества жизни,1
трудоустройство ответственное,1
провести регионы,1
работы должны,1
нормативной работы,1
часть нормативной,1
оперативно часть,1
максимально оперативно,1
это максимально,1
сделать это,1
парламентариев сделать,1
правительство парламентариев,1
бюджета прошу,1
корректировка федерального,1
ресурсы корректировка,1
серьезные ресурсы,1
потребуются серьезные,1
меры потребуются,1
должны провести,1
регионы должны,1
доходов качества,1
сделать причем,1
повышения доходов,1
программой повышения,1
индивидуальной программой,1
рода индивидуальной,1
своего рода,1
стать своего,1
призван стать,1
контракта призван,1
практику социального,1
расширять практику,1
необходимости расширять,1
года необходимости,1
послании прошлого,1
быстро послании,1
причем быстро,1
включая трудоустройство,1
ответственное выполнение,1
капитала главная,1
социальных контрактов,1
количество заключенных,1
работы количество,1
результативности работы,1
показателем результативности,1
регионов показателем,1
руководители регионов,1
числе руководители,1
коллеги числе,1
внимание уважаемые,1
обращаю ваше,1
федерации обращаю,1
механизм субъектах,1
внедрить механизм,1
году внедрить,1
регионов году,1
заключенных социальных,1
контрактов реальное,1
финансовую поддержку,1
реальное снижение,1
программу материнского,1
предложил программу,1
любви предложил,1
главном любви,1
так главном,1
сказал так,1
помню сказал,1
предложил помню,1
собранию предложил,1
посланием федеральному,1
обращаясь посланием,1
также обращаясь,1
году также,1
коллеги году,1
бедности уважаемые,1
поддержку регионов,1
расширить финансовую,1
выполнение своих,1
бедности повышение,1
крайне низкая,1
пока крайне,1
эффективность пока,1
контракта эффективность,1
механизм социального,1
внедрять механизм,1
начали внедрять,1
регионы начали,1
семьи регионы,1
членам семьи,1
другим членам,1
детям другим,1
отношению детям,1
обязанностей отношению,1
своих обязанностей,1
низкая снижение,1
повышение доходов,1
вовторых расширить,1
доходов семей,1
и вовторых,1
контракта и,1
принципы социального,1
сами принципы,1
обновить сами,1
проектов обновить,1
пилотных проектов,1
опыт пилотных,1
учесть опыт,1
правительство учесть,1
вопервых прошу,1
поэтому вопервых,1
слабое поэтому,1
влияние слабое,1
семей влияние,1
одного миллиона,1
рублей целого,1
темпы роста,1
тех регионах,1
потребует времени,1
конечно потребует,1
это конечно,1
сказал это,1
делалось сказал,1
союза делалось,1
время советского,1
внимание время,1
продуктами обращаю,1
качественными продуктами,1
безусловно качественными,1
снабжения и,1
систему снабжения,1
наладить систему,1
буфеты наладить,1
времени тех,1
регионах школах,1
оборудовать столовые,1
школах техническая,1
младшие школьники,1
года младшие,1
позднее сентября,1
работу позднее,1
форсировать работу,1
прошу форсировать,1
коллег прошу,1
остальных коллег,1
года остальных,1
предоставляться сентября,1
должно предоставляться,1
питание должно,1
горячее питание,1
готовность бесплатное,1
техническая готовность,1
столовые буфеты,1
инфраструктуру оборудовать,1
федерации всей,1
оправданной организовать,1
думаю эта,1
было думаю,1
такого было,1
обществе такого,1
расслоения обществе,1
поддержки расслоения,1
граждан меры,1
поддержки граждан,1
программой поддержки,1
социальной программой,1
широкой социальной,1
время широкой,1
советское время,1
говорят советское,1
да говорят,1
мера оправданной,1
организовать бесплатное,1
необходимую инфраструктуру,1
горячее и,1
школах необходимую,1
создать школах,1
деньгах нужно,1
вопрос деньгах,1
местного вопрос,1
регионального местного,1
источников федерального,1
трех источников,1
средства трех,1
направить средства,1
предлагаю направить,1
питание предлагаю,1
здоровое питание,1
подчеркну здоровое,1
и подчеркну,1
школьники субъектах,1
стране должны,1
это чрезвычайно,1
ребята которые,1
поколение это,1
большое поколение,1
растет большое,1
поэтому растет,1
россии поэтому,1
результат россии,1
результат дали,1
развития дали,1
демографического развития,1
сфере демографического,1
годы сфере,1
предыдущие годы,1
предприняли предыдущие,1
которые предприняли,1
шаги которые,1
это ребята,1
которые ходят,1
начале послания,1
ходят детский,1
материнства отцовства,1
радость материнства,1
счастье радость,1
любовь счастье,1
это любовь,1
семьи семья,1
многодетной семьи,1
ценности многодетной,1
подлинные ценности,1
восприняли подлинные,1
важно восприняли,1
школах очень,1
учатся школах,1
сад учатся,1
детский сад,1
послания шаги,1
то начале,1
обеспечены бесплатным,1
стройную масштабную,1
создать россии,1
том создать,1
заключается том,1
мер заключается,1
нами мер,1
принимаемых нами,1
подчеркнуть принимаемых,1
всех хочу,1
смысл всех,1
коллеги смысл,1
целом уважаемые,1
хотел целом,1
питанием хотел,1
качественным горячим,1
бесплатным качественным,1
россии стройную,1
масштабную и,1
вовторых то,1
и главное,1
жизни вовторых,1
достаточными достойной,1
детей достаточными,1
ноги детей,1
поднимает ноги,1
тех поднимает,1
очередь тех,1
первую очередь,1
граждан первую,1
доходы наших,1
семей доходы,1
систему поддержки,1
работающую систему,1
эффективно работающую,1
главное эффективно,1
важно да,1
общества это,1
целого ряда,1
выплате детей,1
сказал новой,1
вопрос сказал,1
важный вопрос,1
очень важный,1
реализацию очень,1
включаться реализацию,1
активнее включаться,1
госучастием активнее,1
банки госучастием,1
прошу банки,1
процента прошу,1
ставке процента,1
ипотека ставке,1
семей ипотека,1
молодых семей,1
новой выплате,1
включительно это,1
социальная программа,1
все можем,1
доход однако,1
дополнительный доход,1
получить дополнительный,1
работу получить,1
возможности выйти,1
появляется возможности,1
мам появляется,1
особенно мам,1
родителей особенно,1
школу родителей,1
идет школу,1
ребенок идет,1
да ребенок,1
сделать да,1
можем должны,1
программа молодых,1
запущена социальная,1
расходы семьи,1
процентов годовых,1
ипотеки шесть,1
ставку ипотеки,1
льготную ставку,1
также льготную,1
напомню также,1
дома напомню,1
квартиры дома,1
стоимости квартиры,1
половина стоимости,1
это половина,1
центров это,1
областных центров,1
городов областных,1
регионов городов,1
ряда регионов,1
шесть процентов,1
годовых семей,1
востоке запущена,1
семей двумя,1
дальнем востоке,1
сразу дальнем,1
десять сразу,1
возросло десять,1
поддержки возросло,1
мерой поддержки,1
воспользовался мерой,1
тех воспользовался,1
число тех,1
результате число,1
кредита результате,1
срок кредита,1
весь срок,1
распространили весь,1
детьми распространили,1
однако расходы,1
семьи собрать,1
кажется нашего,1
характерная нашего,1
логика тоже,1
правда логика,1
это правда,1
