Trigram,Count
считает сколько знакомых,1
сторонам считает сколько,1
озирается сторонам считает,1
слышит озирается сторонам,1
гремит слышит озирается,1
оркестр гремит слышит,1
женщины оркестр гремит,1
рыцари женщины оркестр,1
выходят рыцари женщины,1
какие выходят рыцари,1
сцене какие выходят,1
делается сцене какие,1
видел делается сцене,1
господи господи волнении,1
господи волнении неистово,1
волнении неистово почесал,1
диван ложился спать,1
ложился ведома диван,1
домой ложился ведома,1
приезжая домой ложился,1
пение приезжая домой,1
восторга пение приезжая,1
слезами восторга пение,1
подавленными слезами восторга,1
слушал подавленными слезами,1
наедине слушал подавленными,1
смотрел наедине слушал,1
счастья смотрел наедине,1
трепетом счастья смотрел,1
изгладилось трепетом счастья,1
впечатление изгладилось трепетом,1
помалу впечатление изгладилось,1
ведома диван ложился,1
ложился спать лежать,1
домой мало помалу,1
спать лежать мертвой,1
жизни сиять засияет,1
мирной жизни сиять,1
домашней мирной жизни,1
своей домашней мирной,1
перспективу своей домашней,1
будущую перспективу своей,1
заглядывая будущую перспективу,1
волноваться заглядывая будущую,1
счастье волноваться заглядывая,1
мысленно счастье волноваться,1
играть мысленно счастье,1
мечтать играть мысленно,1
колодой мечтать играть,1
мертвой колодой мечтать,1
лежать мертвой колодой,1
мало помалу впечатление,1
уехал домой мало,1
неистово почесал затылок,1
поеду решить дело,1
приехать сегодня поеду,1
велела приехать сегодня,1
каватину велела приехать,1
повторить каватину велела,1
обещала повторить каватину,1
чай обещала повторить,1
пить чай обещала,1
театра пить чай,1
франтов театра пить,1
звала франтов театра,1
ногу звала франтов,1
ногу ногу звала,1
переложил ногу ногу,1
затылок переложил ногу,1
почесал затылок переложил,1
сегодня поеду решить,1
решить дело скорей,1
оперы уехал домой,1
дело скорей это,1
конца оперы уехал,1
дождавшись конца оперы,1
право дождавшись конца,1
беда право дождавшись,1
смотрит беда право,1
ах смотрит беда,1
обручился ах смотрит,1
отъездом обручился ах,1
уехал отъездом обручился,1
давно уехал отъездом,1
деревни давно уехал,1
шлет деревни давно,1
ответа шлет деревни,1
это ответа шлет,1
скорей это ответа,1
сел кресло люди,1
кресло люди знают,1
люди знают ворочалось,1
сказал ильич подать,1
сюда расстановисто настойчиво,1
поди сюда расстановисто,1
ответил поди сюда,1
подам ответил поди,1
говорите подам ответил,1
подать говорите подам,1
ильич подать говорите,1
сюда сказал ильич,1
карет чужие холодно,1
поди сюда сказал,1
отозвался поди сюда,1
передней отозвался поди,1
закричал передней отозвался,1
повелительно закричал передней,1
грохотом повелительно закричал,1
распахнулись грохотом повелительно,1
расстановисто настойчиво произнес,1
настойчиво произнес ах,1
произнес ах смерть,1
ах смерть нейдет,1
указал близко пришлось,1
стать указал близко,1
указывая стать указал,1
голосом указывая стать,1
таинственным голосом указывая,1
торжественно таинственным голосом,1
сюда торжественно таинственным,1
дверях сюда торжественно,1
увязнув дверях сюда,1
спросил увязнув дверях,1
комнату спросил увязнув,1
влезая комнату спросил,1
прохрипел влезая комнату,1
нейдет прохрипел влезая,1
смерть нейдет прохрипел,1
половинки распахнулись грохотом,1
обе половинки распахнулись,1
другую обе половинки,1
мучительно задумываясь час,1
судорожно волнуясь мучительно,1
решил судорожно волнуясь,1
нелепость решил судорожно,1
это нелепость решил,1
счел это нелепость,1
мысль счел это,1
головы мысль счел,1
выбить головы мысль,1
страшное выбить головы,1
скучное страшное выбить,1
такое скучное страшное,1
мерещилось такое скучное,1
лица мерещилось такое,1
любопытные лица мерещилось,1
холодно любопытные лица,1
волнуясь мучительно задумываясь,1
задумываясь час кликнул,1
задел другую обе,1
час кликнул притворился,1
плечом задел другую,1
половинку плечом задел,1
одну половинку плечом,1
боком одну половинку,1
попал боком одну,1
дверь попал боком,1
скрипу дверь попал,1
отворил скрипу дверь,1
кухню отворил скрипу,1
выбираться кухню отворил,1
потихоньку выбираться кухню,1
стал потихоньку выбираться,1
слышит стал потихоньку,1
притворился слышит стал,1
кликнул притворился слышит,1
близко пришлось сесть,1
пришлось сесть колени,1
сесть колени барину,1
мог забрать такую,1
слов спрашиваю мог,1
жалких слов спрашиваю,1
ожидании жалких слов,1
тоскливом ожидании жалких,1
мигая тоскливом ожидании,1
крупно мигая тоскливом,1
думал крупно мигая,1
пошел думал крупно,1
спросил пошел думал,1
барину спросил пошел,1
вопрос барину спросил,1
несообразный вопрос барину,1
сделать несообразный вопрос,1
мог сделать несообразный,1
мрачнее мог сделать,1
спрашиваю мог забрать,1
забрать такую нелепость,1
делаясь мрачнее мрачнее,1
такую нелепость голову,1
хочу тобой говорить,1
двери хочу тобой,1
шагнул двери хочу,1
отвечал шагнул двери,1
позову отвечал шагнул,1
ильич позову отвечал,1
позвольте ильич позову,1
говорить позвольте ильич,1
думать говорить позвольте,1
позволяешь думать говорить,1
слышишь позволяешь думать,1
молчал слышишь позволяешь,1
повторил молчал слышишь,1
голову повторил молчал,1
нелепость голову повторил,1
мрачнее мрачнее мог,1
подумал делаясь мрачнее,1
колени барину туда,1
стал монумент глядя,1
сделал шаг стал,1
произнес сделал шаг,1
грозно произнес сделал,1
говорят грозно произнес,1
тебе говорят грозно,1
дверей тебе говорят,1
прямо дверей тебе,1
остановясь прямо дверей,1
отговаривался остановясь прямо,1
слышу отговаривался остановясь,1
отсюда слышу отговаривался,1
тесно отсюда слышу,1
подойду тесно отсюда,1
туда подойду тесно,1
барину туда подойду,1
шаг стал монумент,1
монумент глядя окно,1
беспокойно подумал делаясь,1
глядя окно бродивших,1
бегали беспокойно подумал,1
глаза бегали беспокойно,1
лице глаза бегали,1
осунулся лице глаза,1
изменился осунулся лице,1
волнения изменился осунулся,1
час волнения изменился,1
ильич час волнения,1
бакенбарду ильич час,1
щетку бакенбарду ильич,1
барину щетку бакенбарду,1
подставляя барину щетку,1
кур подставляя барину,1
бродивших кур подставляя,1
окно бродивших кур,1
чужие холодно любопытные,1
ряд карет чужие,1
знают ворочалось голове,1
краски заговорил нем,1
медали мучительно переворачивался,1
сторону медали мучительно,1
другую сторону медали,1
видеть другую сторону,1
стал видеть другую,1
нем стал видеть,1
заговорил нем стал,1
потерял краски заговорил,1
дворня ряд карет,1
который потерял краски,1
миг который потерял,1
поэтический миг который,1
разбирать поэтический миг,1
стал разбирать поэтический,1
найдена стал разбирать,1
квартира найдена стал,1
мучительно переворачивался боку,1
переворачивался боку бок,1
боку бок ложился,1
бок ложился спину,1
откуда знают твердил,1
нелегкая откуда знают,1
дернула нелегкая откуда,1
передней дернула нелегкая,1
страхом передней дернула,1
думал страхом передней,1
добру думал страхом,1
бывать добру думал,1
ложился бывать добру,1
комнате ложился бывать,1
шага комнате ложился,1
делал шага комнате,1
вскакивал делал шага,1
спину вскакивал делал,1
ложился спину вскакивал,1
бумажник квартира найдена,1
пустой бумажник квартира,1
деревни пустой бумажник,1
несчастный наделал переваливаясь,1
недоброе подумать несчастный,1
другое недоброе подумать,1
подозревает другое недоброе,1
подозревает подозревает другое,1
тетка подозревает подозревает,1
свадьба тетка подозревает,1
спросить свадьба тетка,1
осмелился спросить свадьба,1
дошло осмелился спросить,1
идут дошло осмелился,1
толки идут дошло,1
кухням толки идут,1
лакейским кухням толки,1
голове лакейским кухням,1
ворочалось голове лакейским,1
подумать несчастный наделал,1
наделал переваливаясь диван,1
ответа деревни пустой,1
переваливаясь диван лицом,1
решено ответа деревни,1
кучера решено ответа,1
лакеи кучера решено,1
заговорили лакеи кучера,1
нем заговорили лакеи,1
счастья нем заговорили,1
венец счастья нем,1
любящихся венец счастья,1
жизни любящихся венец,1
миг жизни любящихся,1
поэтический миг жизни,1
свадьба поэтический миг,1
подушке свадьба поэтический,1
лицом подушке свадьба,1
диван лицом подушке,1
знают твердил молчала,1
твердил молчала подумать,1
молчала подумать вслух,1
вспомнив прежний свой,1
свадьба улыбнулся вспомнив,1
такое свадьба улыбнулся,1
свадьба такое свадьба,1
дыма свадьба такое,1
огня дыма свадьба,1
распространилось огня дыма,1
оно распространилось огня,1
пламя оно распространилось,1
слухи пламя оно,1
затушить слухи пламя,1
мысль затушить слухи,1
головы мысль затушить,1
прежде головы мысль,1
выбить прежде головы,1
квартиры выбить прежде,1
улыбнулся вспомнив прежний,1
прежний свой поэтический,1
деревни денег квартиры,1
свой поэтический идеал,1
вся дворня ряд,1
неопрятный вся дворня,1
грубый неопрятный вся,1
толпе грубый неопрятный,1
те толпе грубый,1
краски те толпе,1
толпы краски те,1
шепот толпы краски,1
ветку шепот толпы,1
померанцевую ветку шепот,1
покрывало померанцевую ветку,1
длинное покрывало померанцевую,1
свадьбы длинное покрывало,1
идеал свадьбы длинное,1
поэтический идеал свадьбы,1
денег квартиры выбить,1
ответа деревни денег,1
подумать вслух смел,1
поэмы любви добром,1
пение ох поэмы,1
обаятельное пение ох,1
взгляды обаятельное пение,1
страстные взгляды обаятельное,1
зорь страстные взгляды,1
вечерних зорь страстные,1
утренних вечерних зорь,1
поэзия утренних вечерних,1
наедине поэзия утренних,1
свидания наедине поэзия,1
значит свидания наедине,1
решили значит свидания,1
передней решили значит,1
смел передней решили,1
вслух смел передней,1
ох поэмы любви,1
любви добром кончаются,1
готово ответа деревни,1
добром кончаются прежде,1
невеста готово ответа,1
сказать невеста готово,1
руку сказать невеста,1
взять руку сказать,1
тетке взять руку,1
бежать тетке взять,1
боже бежать тетке,1
боже боже бежать,1
атмосфере боже боже,1
розовой атмосфере боже,1
плавать розовой атмосфере,1
венец плавать розовой,1
стать венец плавать,1
прежде стать венец,1
кончаются прежде стать,1
подожду авось письмо,1
думала проснетесь давно,1
письмо придет завтра,1
спросит зуб толкнуть,1
говорит знаю делают,1
суде говорит знаю,1
уездном суде говорит,1
подлинно уездном суде,1
смыслит подлинно уездном,1
толкнуть смыслит подлинно,1
зуб толкнуть смыслит,1
домовый спросит зуб,1
благодетельствовал братец голоду,1
хозяин домовый спросит,1
придет хозяин домовый,1
надзиратель придет хозяин,1
попал надзиратель придет,1
тюрьму попал надзиратель,1
умер тюрьму попал,1
голоду умер тюрьму,1
знаю делают департаменте,1
делают департаменте какие,1
департаменте какие мужики,1
какие мужики ведает,1
иван матвеевич богу,1
бумаги иван матвеевич,1
строчить бумаги иван,1
брат строчить бумаги,1
мастер брат строчить,1
хвастался мастер брат,1
заключили хвастался мастер,1
каков заключили хвастался,1
контракт каков заключили,1
контракт контракт каков,1
взял контракт контракт,1
смех взял контракт,1
голова смех взял,1
ведает голова смех,1
мужики ведает голова,1
братец голоду умер,1
доселе благодетельствовал братец,1
придет завтра послезавтра,1
скуп тобой торговаться,1
боюсь грозится съехать,1
жильца боюсь грозится,1
этакого жильца боюсь,1
рублей этакого жильца,1
пятьдесят рублей этакого,1
торговаться пятьдесят рублей,1
тобой торговаться пятьдесят,1
магарыч скуп тобой,1
жениться доселе благодетельствовал,1
деревню магарыч скуп,1
поедет деревню магарыч,1
состоится поедет деревню,1
дело состоится поедет,1
наше дело состоится,1
матвеевич наше дело,1
иван матвеевич наше,1
грозится съехать заметил,1
съехать заметил иван,1
иван матвеевич ах,1
матвеевич ах дока,1
помогает жениться доселе,1
спать помогает жениться,1
возразил спать помогает,1
женится возразил спать,1
заклад женится возразил,1
хочешь заклад женится,1
женится хочешь заклад,1
захохотал женится хочешь,1
говорят захохотал женится,1
женится говорят захохотал,1
свадьба женится говорят,1
выгонишь свадьба женится,1
съедет выгонишь свадьба,1
дока съедет выгонишь,1
ах дока съедет,1
матвеевич богу мастер,1
богу мастер вспомнишь,1
мастер вспомнишь покойника,1
хлеба переешь квартиры,1
детей знать выводить,1
богатой детей знать,1
жениться богатой детей,1
ковры жениться богатой,1
литейной ковры жениться,1
квартиры литейной ковры,1
переешь квартиры литейной,1
жалуюсь хлеба переешь,1
вспомнишь покойника отца,1
хороший жалуюсь хлеба,1
кусок хороший жалуюсь,1
божий кусок хороший,1
свет божий кусок,1
носа свет божий,1
показывая носа свет,1
стороне показывая носа,1
знать выводить прошло,1
выводить прошло времечко,1
прошло времечко рожа,1
времечко рожа слышь,1
лакей этаких сапог,1
нынче лакей этаких,1
говорят нынче лакей,1
лакея говорят нынче,1
хуже лакея говорят,1
попробуй хуже лакея,1
пить попробуй хуже,1
пьешь пить попробуй,1
водку пьешь пить,1
красны водку пьешь,1
видишь красны водку,1
пальцы видишь красны,1
такая пальцы видишь,1
слышь такая пальцы,1
рожа слышь такая,1
выборгской стороне показывая,1
прожить выборгской стороне,1
составил прожить выборгской,1
пока перевелись олухи,1
конюшни амбары пока,1
огороды конюшни амбары,1
подмахнул огороды конюшни,1
читал подмахнул огороды,1
глаз читал подмахнул,1
бьет глаз читал,1
слеза бьет глаз,1
присяду слеза бьет,1
отвык присяду слеза,1
бог отвык присяду,1
видит бог отвык,1
отвык видит бог,1
горазд отвык видит,1
отца горазд отвык,1
покойника отца горазд,1
амбары пока перевелись,1
перевелись олухи руси,1
капитал составил прожить,1
олухи руси подписывают,1
службы капитал составил,1
лет службы капитал,1
пять лет службы,1
стариков двадцать пять,1
послышишь стариков двадцать,1
стало послышишь стариков,1
плохо стало послышишь,1
пропадай плохо стало,1
жить пропадай плохо,1
брату жить пропадай,1
нашему брату жить,1
читая нашему брату,1
бумаги читая нашему,1
подписывают бумаги читая,1
руси подписывают бумаги,1
перебил иван матвеевич,1
правда перебил иван,1
дождался правда правда,1
понадобится сутки окончании,1
очень благодарен больших,1
поедет очень благодарен,1
условию поедет очень,1
вознаграждение условию поедет,1
дела вознаграждение условию,1
окончании дела вознаграждение,1
сутки окончании дела,1
сколько понадобится сутки,1
руку тотчас спрятал,1
прожиток сколько понадобится,1
прогоны прожиток сколько,1
положить прогоны прожиток,1
извольте положить прогоны,1
подтвердил извольте положить,1
поедет подтвердил извольте,1
даром поедет подтвердил,1
благодарен больших хлопот,1
больших хлопот избавите,1
хлопот избавите сказал,1
избавите сказал подавая,1
взяв минуту руку,1
рукава взяв минуту,1
другого рукава взяв,1
обшлагом другого рукава,1
руку обшлагом другого,1
наскоро руку обшлагом,1
отирая наскоро руку,1
матвеевич отирая наскоро,1
иван матвеевич отирая,1
повторил иван матвеевич,1
фомич повторил иван,1
исай фомич повторил,1
руку исай фомич,1
подавая руку исай,1
сказал подавая руку,1
сюда даром поедет,1
привезу сюда даром,1
решиться привезу сюда,1
душа извольте беспокоиться,1
положиться честнейшая душа,1
нам положиться честнейшая,1
вступил нам положиться,1
заикается вступил нам,1
причине заикается вступил,1
самой причине заикается,1
отпустил самой причине,1
имением отпустил самой,1
большим имением отпустил,1
года управлял большим,1
человек года управлял,1
знающий человек года,1
деловой знающий человек,1
немного деловой знающий,1
заикается немного деловой,1
честнейшая душа извольте,1
извольте беспокоиться свое,1
извольте решиться привезу,1
беспокоиться свое проживет,1
возьмет извольте решиться,1
месяца возьмет извольте,1
четыре месяца возьмет,1
отпуск четыре месяца,1
служит отпуск четыре,1
поедет служит отпуск,1
службе поедет служит,1
состоит службе поедет,1
год состоит службе,1
двенадцатый год состоит,1
угодить двенадцатый год,1
доверителю угодить двенадцатый,1
лишь доверителю угодить,1
проживет лишь доверителю,1
свое проживет лишь,1
минуту руку тотчас,1
тотчас спрятал рукав,1
жильца дождался правда,1
этаж назначался господ,1
стоял чай бутылка,1
матвеевичем стоял чай,1
иваном матвеевичем стоял,1
стороны иваном матвеевичем,1
выборгской стороны иваном,1
господ выборгской стороны,1
назначался господ выборгской,1
верхний этаж назначался,1
спрятал рукав завтра,1
руках верхний этаж,1
блюдечками руках верхний,1
этаже блюдечками руках,1
нижнем этаже блюдечками,1
сидели нижнем этаже,1
извозчики сидели нижнем,1
дрожек извозчики сидели,1
чай бутылка рому,1
бутылка рому чистейший,1
рому чистейший ямайский,1
чистейший ямайский сказал,1
этакого жильца дождался,1
сгнил этакого жильца,1
дом сгнил этакого,1
отозвался дом сгнил,1
угостить отозвался дом,1
признайся угостить отозвался,1
угощением признайся угостить,1
побрезгуй угощением признайся,1
рому побрезгуй угощением,1
стакан рому побрезгуй,1
рукой стакан рому,1
дрожащей рукой стакан,1
наливая дрожащей рукой,1
матвеевич наливая дрожащей,1
ямайский сказал иван,1
пустых дрожек извозчики,1
трое пустых дрожек,1
двое трое пустых,1
доме выходившем одной,1
день двухэтажном доме,1
вечером день двухэтажном,1
x вечером день,1
дверей x вечером,1
матвеевича дверей x,1
провожая матвеевича дверей,1
благодарен провожая матвеевича,1
очень благодарен провожая,1
потолкуем очень очень,1
обедать потолкуем очень,1
приходите обедать потолкуем,1
приведу приходите обедать,1
поговорю приведу приходите,1
завтра поговорю приведу,1
рукав завтра поговорю,1
двухэтажном доме выходившем,1
выходившем одной стороной,1
стояло двое трое,1
одной стороной улицу,1
которого стояло двое,1
дверей которого стояло,1
заведение дверей которого,1
называемое заведение дверей,1
это называемое заведение,1
матвеевич это называемое,1
сидели иван матвеевич,1
этажа сидели иван,1
верхнего этажа сидели,1
комнат верхнего этажа,1
одной комнат верхнего,1
набережную одной комнат,1
жил набережную одной,1
улицу жил набережную,1
стороной улицу жил,1
этаких сапог носит,1
сапог носит рубашку,1
носит рубашку каждый,1
спросила помолчав сегодня,1
рекомендует поверенного исая,1
отвечал рекомендует поверенного,1
хозяйки отвечал рекомендует,1
братом хозяйки отвечал,1
советовался братом хозяйки,1
сегодня советовался братом,1
помолчав сегодня советовался,1
задумалась спросила помолчав,1
честнейшая душа двенадцать,1
вслух задумалась спросила,1
прочел вслух задумалась,1
письмо прочел вслух,1
взял письмо прочел,1
бумагу взял письмо,1
посмотрев бумагу взял,1
сказала посмотрев бумагу,1
поверенного исая фомича,1
исая фомича поручу,1
фомича поручу обделать,1
поручу обделать это,1
говорит это честнейшая,1
хлеба говорит это,1
продажей хлеба говорит,1
смотреть продажей хлеба,1
крестьян смотреть продажей,1
разбирать крестьян смотреть,1
оброк разбирать крестьян,1
собирать оброк разбирать,1
возразила собирать оброк,1
удивлением возразила собирать,1
человеку удивлением возразила,1
незнакомому человеку удивлением,1
чужому незнакомому человеку,1
это чужому незнакомому,1
обделать это чужому,1
разберу сказала посмотрев,1
письмо разберу сказала,1
подал письмо разберу,1
завтра прибавила улыбнулась,1
скучно зато завтра,1
это скучно зато,1
объясниться это скучно,1
можешь объясниться это,1
сегодня можешь объясниться,1
принять сегодня можешь,1
могла принять сегодня,1
иначе могла принять,1
придет иначе могла,1
семеновна придет иначе,1
марья семеновна придет,1
одни марья семеновна,1
обедать одни марья,1
будем обедать одни,1
собой будем обедать,1
зато завтра прибавила,1
прибавила улыбнулась б,1
тобой подал письмо,1
улыбнулась б сегодня,1
оно тобой подал,1
монотонно оно тобой,1
сказал монотонно оно,1
деревни сказал монотонно,1
письмо деревни сказал,1
получил письмо деревни,1
продолжала получил письмо,1
озабочен продолжала получил,1
молчал озабочен продолжала,1
шутливо молчал озабочен,1
спросила шутливо молчал,1
село спросила шутливо,1
царское село спросила,1
сегодня уехала царское,1
б сегодня уехала,1
это честнейшая душа,1
душа двенадцать лет,1
село звала собой,1
обманут скажет хочет,1
даст сколько вздумает,1
денег даст сколько,1
всему денег даст,1
верить всему денег,1
должен верить всему,1
хочет должен верить,1
скажет хочет должен,1
мужики обманут скажет,1
двенадцать лет служит,1
добьюсь мужики обманут,1
толку добьюсь мужики,1
выйдет толку добьюсь,1
решительно выйдет толку,1
продолжал решительно выйдет,1
поеду продолжал решительно,1
ботинки поеду продолжал,1
сколько вздумает ах,1
вздумает ах уладил,1
ах уладил огорчением,1
уладил огорчением прибавил,1
каждой проезжавшей каретой,1
следя каждой проезжавшей,1
глаз следя каждой,1
немного глаз следя,1
прищуря немного глаз,1
окно прищуря немного,1
глядеть окно прищуря,1
начала глядеть окно,1
горечь начала глядеть,1
сердце горечь начала,1
сердце сердце горечь,1
губы сердце сердце,1
усмехнулась губы сердце,1
прибавил усмехнулась губы,1
огорчением прибавил усмехнулась,1
носком ботинки поеду,1
шевеля носком ботинки,1
вниз шевеля носком,1
посовестится обмануть молчала,1
живу доме посовестится,1
притом живу доме,1
человек притом живу,1
деловой человек притом,1
положительный деловой человек,1
кажется положительный деловой,1
знаешь кажется положительный,1
каков знаешь кажется,1
хозяйки каков знаешь,1
твоей хозяйки каков,1
брат твоей хозяйки,1
немного брат твоей,1
заикается немного брат,1
служит заикается немного,1
лет служит заикается,1
доме посовестится обмануть,1
обмануть молчала сидела,1
глядела вниз шевеля,1
молчала сидела потупя,1
езжал глядела вниз,1
зимой езжал глядела,1
особенно зимой езжал,1
дорогам особенно зимой,1
ездить дорогам особенно,1
отвык ездить дорогам,1
хотелось отвык ездить,1
признаться хотелось отвык,1
сказал признаться хотелось,1
ехать сказал признаться,1
самому ехать сказал,1
иначе самому ехать,1
глаза иначе самому,1
потупя глаза иначе,1
сидела потупя глаза,1
звала собой будем,1
царское село звала,1
рубашку каждый день,1
какие троюродные седьмая,1
иван матвеевич бойся,1
боюсь сказал иван,1
свадьбы боюсь сказал,1
киселе свадьбы боюсь,1
вода киселе свадьбы,1
седьмая вода киселе,1
троюродные седьмая вода,1
наследники какие троюродные,1
дивился приходя сне,1
заметил наследники какие,1
пусть заметил наследники,1
наследникам пусть заметил,1
немного пусть достается,1
повысосет немного пусть,1
пошлет повысосет немного,1
выпьем пошлет повысосет,1
матвеевич бойся тебе,1
бойся тебе говорят,1
тебе говорят помяни,1
говорят помяни мое,1
богу брат дивился,1
сказал богу брат,1
изумлением сказал богу,1
прибавил изумлением сказал,1
шопотом прибавил изумлением,1
сестру шопотом прибавил,1
мою сестру шопотом,1
глаза мою сестру,1
пялит глаза мою,1
матвеевич пялит глаза,1
иван матвеевич пялит,1
весело возразил иван,1
ой весело возразил,1
слово ой весело,1
мое слово ой,1
свято выпьем пошлет,1
сказал свято выпьем,1
изгадили сказал свято,1
дело нынче такое,1
брат смыслят дело,1
прибавил брат смыслят,1
смыслят прибавил брат,1
дела смыслят прибавил,1
французски дела смыслят,1
говорят французски дела,1
читают говорят французски,1
ломаются читают говорят,1
перебили ломаются читают,1
молокососы перебили ломаются,1
такое молокососы перебили,1
воспитание такое молокососы,1
меняет воспитание такое,1
день меняет воспитание,1
каждый день меняет,1
смыслят дело нынче,1
нынче такое всякий,1
подписан изгадили сказал,1
такое всякий хочет,1
контракт подписан изгадили,1
гадят контракт подписан,1
скорее гадят контракт,1
времени скорее гадят,1
трата времени скорее,1
переписка трата времени,1
лишняя переписка трата,1
это лишняя переписка,1
писать это лишняя,1
нужно писать это,1
нам нужно писать,1
гадят нам нужно,1
проще гадят нам,1
хочет проще гадят,1
всякий хочет проще,1
брат дивился приходя,1
приходя сне приснилось,1
tante уехала царское,1
непреклонна трудно убедить,1
сидела своей маленькой,1
никого сидела своей,1
встретив никого сидела,1
комнаты встретив никого,1
дошел комнаты встретив,1
убедить дошел комнаты,1
трудно убедить дошел,1
настойчива непреклонна трудно,1
сне приснилось знаешь,1
завтра настойчива непреклонна,1
сегодня завтра настойчива,1
торопить сегодня завтра,1
кончится торопить сегодня,1
это кончится торопить,1
боже это кончится,1
лестницу боже это,1
своей маленькой гостиной,1
маленькой гостиной спальной,1
гостиной спальной углубилась,1
спальной углубилась чтение,1
спросил ma tante,1
одна спросил ma,1
рассеянно одна спросил,1
смотрела рассеянно одна,1
книгу смотрела рассеянно,1
дочитывали книгу смотрела,1
глаза дочитывали книгу,1
руку глаза дочитывали,1
протянула руку глаза,1
ласково улыбкой протянула,1
вздрогнула ласково улыбкой,1
явился вздрогнула ласково,1
книги явился вздрогнула,1
чтение книги явился,1
углубилась чтение книги,1
поднимаясь лестницу боже,1
думал поднимаясь лестницу,1
улыбок думал поднимаясь,1
овес другая ой,1
ухмыляется лошадь овес,1
обними ухмыляется лошадь,1
ударь обними ухмыляется,1
корова ударь обними,1
сущая корова ударь,1
корова сущая корова,1
соблюсти корова сущая,1
выгоды соблюсти корова,1
свои выгоды соблюсти,1
умеет свои выгоды,1
стол умеет свои,1
постучал стол умеет,1
кулаком постучал стол,1
знаешь кулаком постучал,1
приснилось знаешь кулаком,1
лошадь овес другая,1
другая ой ой,1
лиц улыбок думал,1
ой ой глаз,1
подозрительных лиц улыбок,1
тайком подозрительных лиц,1
свиданий тайком подозрительных,1
принуждений свиданий тайком,1
месяца принуждений свиданий,1
четыре месяца принуждений,1
месяца четыре месяца,1
четыре месяца четыре,1
xi четыре месяца,1
пахнет xi четыре,1
это пахнет xi,1
понимаешь это пахнет,1
спущу понимаешь это,1
глаз спущу понимаешь,1
ой глаз спущу,1
фомич заикается немного,1
исай фомич заикается,1
сослуживец исай фомич,1
строкам письмо слегка,1
письмо стол руки,1
положил письмо стол,1
прочитав положил письмо,1
пальцах прочитав положил,1
